Chemical use
Reporting Year,Facility ID,Facility Name,Industry,Chemical ID,Chemical Name,CAS No,Processed,Manufactured,Other Use,Released to Air,Released to Land,Released to Surface Water,Released to Disposal,Released to Recycling
"2012","24238","Mersen Canada Dn Ltd","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","24","0","0","0","0","0","0","0"
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","8","Chromium, Hexavalent and its compounds","","4683","","","0","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","9","Chromium, Non-Hexavalent and its compounds","","1812","","","0","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","15","Lead and its compounds","","","","875","","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","18","Nickel and its compounds","","987","","","","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","23","Nitrogen Oxides (NOx)","11104-93-1","","9597","","9597","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","24","Particulate Matter 2.5 (PM2.5)","","","1339","","1339","","","",""
"2012","57","Metal Koting Continuous Colour Coat Ltd","Coating, Engraving & Heat Treating Activities","25","Volatile Organic Compounds (VOCs) Total","","","445","585653","7026","","","",""
"2012","24261","Metaplast Circuits Limited","All Other Electrical Equip. & Component Mfg.","14","Formaldehyde","50-00-0","566","0","0","566","0","0","0","0"
"2012","24261","Metaplast Circuits Limited","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","48","0","0","0","0","0","0","0"
"2012","24261","Metaplast Circuits Limited","All Other Electrical Equip. & Component Mfg.","18","Nickel and its compounds","","178","0","0","0","0","0","0","0"
"2012","24261","Metaplast Circuits Limited","All Other Electrical Equip. & Component Mfg.","25","Volatile Organic Compounds (VOCs) Total","","4541","0","7","4548","0","0","0","0"
"2012","269","Metro Label","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","","330","","330","","","",""
"2012","269","Metro Label","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","","","12971","12971","","","",""
"2012","22","Metroland Media Group Ltd","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","14765","1969","0","0","0","0"
"2012","23742","Michael & Michael Auto Collision Centre","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","843","843","","","",""
"2012","24239","Michener Institute For Applied Health Sciences","Technical & Trade Schools","25","Volatile Organic Compounds (VOCs) Total","","0","0","487","151","0","0","0","0"
"2012","22648","Milano Trailers","Truck Trailer Mfg.","9","Chromium, Non-Hexavalent and its compounds","","637","0","0","1","0","0","0","0"
"2012","22648","Milano Trailers","Truck Trailer Mfg.","16","Manganese and its compounds","","275","0","0","1","0","0","0","0"
"2012","22648","Milano Trailers","Truck Trailer Mfg.","18","Nickel and its compounds","","748","0","0","2","0","0","0","0"
"2012","22648","Milano Trailers","Truck Trailer Mfg.","25","Volatile Organic Compounds (VOCs) Total","","554","0","443","648","0","0","0","0"
"2012","22988","Mini Magic Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","60","50","0","0","0","0"
"2012","460","Mirolin Industries Corp","Plastic Plumbing Fixture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","4771","","2633","","","",""
"2012","460","Mirolin Industries Corp","Plastic Plumbing Fixture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","596280","","","51950","","","",""
"2012","23417","Mister Collision Ltd","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","129","28","0","0","0","0"
"2012","22285","Mister John Auto Collision","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","762","396","0","0","0","0"
"2012","133","Modern Age Plastics Inc","All Other Plastic Product Mfg.","13","Dichloromethane (Methylene chloride)","75-09-2","0","0","150","0","0","0","0","0"
"2012","24126","Modern Laundry and Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","611","186","","","",""
"2012","24380","Moloney Electric","Transformer (except Electronic) Mfg.","9","Chromium, Non-Hexavalent and its compounds","","3059","0","0","1","0","0","0","0"
"2012","24380","Moloney Electric","Transformer (except Electronic) Mfg.","15","Lead and its compounds","","630","0","0","0","0","0","0","0"
"2012","24380","Moloney Electric","Transformer (except Electronic) Mfg.","16","Manganese and its compounds","","4013","0","0","3","0","0","0","0"
"2012","24380","Moloney Electric","Transformer (except Electronic) Mfg.","18","Nickel and its compounds","","3779","0","0","2","0","0","0","0"
"2012","24380","Moloney Electric","Transformer (except Electronic) Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","80","0","80","0","0","0","0"
"2012","360","Molson Coors Canada","Breweries","23","Nitrogen Oxides (NOx)","11104-93-1","0","21294","0","21294","0","0","0","0"
"2012","360","Molson Coors Canada","Breweries","24","Particulate Matter 2.5 (PM2.5)","","0","5059","0","5059","0","0","0","0"
"2012","360","Molson Coors Canada","Breweries","25","Volatile Organic Compounds (VOCs) Total","","0","2476","65795","68271","0","0","0","0"
"2012","172","Mondelez Canada Inc, East York Bakery","Cookie & Cracker Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","4218","0","4218","0","0","0","0"
"2012","172","Mondelez Canada Inc, East York Bakery","Cookie & Cracker Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","80","0","80","0","0","0","0"
"2012","172","Mondelez Canada Inc, East York Bakery","Cookie & Cracker Mfg.","25","Volatile Organic Compounds (VOCs) Total","","170396","232","0","3811","0","0","0","0"
"2012","23569","Mondelez Canada Inc, Gladstone Bakery","Chocolate & Confectionery Mfg. from Beans","23","Nitrogen Oxides (NOx)","11104-93-1","0","1595","0","1595","0","0","0","0"
"2012","23569","Mondelez Canada Inc, Gladstone Bakery","Chocolate & Confectionery Mfg. from Beans","24","Particulate Matter 2.5 (PM2.5)","","0","699","0","699","0","0","0","0"
"2012","23569","Mondelez Canada Inc, Gladstone Bakery","Chocolate & Confectionery Mfg. from Beans","25","Volatile Organic Compounds (VOCs) Total","","1877","88","0","1965","0","0","0","0"
"2012","417","Mondelez Canada Inc, Scarborough Bakery","Cookie & Cracker Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1245","0","1245","0","0","0","0"
"2012","417","Mondelez Canada Inc, Scarborough Bakery","Cookie & Cracker Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","51","0","51","0","0","0","0"
"2012","417","Mondelez Canada Inc, Scarborough Bakery","Cookie & Cracker Mfg.","25","Volatile Organic Compounds (VOCs) Total","","5525","68","0","621","0","0","0","0"
"2012","302","Mondelez Canada Inc.","Non-Chocolate Confectionery Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","3370","0","3370","0","0","0","0"
"2012","302","Mondelez Canada Inc.","Non-Chocolate Confectionery Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","105","0","105","0","0","0","0"
"2012","302","Mondelez Canada Inc.","Non-Chocolate Confectionery Mfg.","25","Volatile Organic Compounds (VOCs) Total","","320","360","18","698","0","0","0","0"
"2012","515","Mondelez Canada Lakeshore Bakery","Cookie & Cracker Mfg.","1","Acetaldehyde","75-07-0","4285","0","0","4285","0","0","0","0"
"2012","515","Mondelez Canada Lakeshore Bakery","Cookie & Cracker Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","7045","0","7045","0","0","0","0"
"2012","515","Mondelez Canada Lakeshore Bakery","Cookie & Cracker Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","614","0","614","0","0","0","0"
"2012","515","Mondelez Canada Lakeshore Bakery","Cookie & Cracker Mfg.","25","Volatile Organic Compounds (VOCs) Total","","40486","440","0","40926","0","0","0","0"
"2012","22213","Morley Bedford Funeral Services","Funeral Homes","14","Formaldehyde","50-00-0","0","0","94","0","0","0","0","0"
"2012","23361","Morningside Nissan","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","349","172","0","0","0","0"
"2012","23013","Mother Auto Body Auto Services","Automotive Body, Paint & Interior R&M","24","Particulate Matter 2.5 (PM2.5)","","0","94","0","94","0","0","0","0"
"2012","23013","Mother Auto Body Auto Services","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","180","83","0","0","0","0"
"2012","23027","Mount Pleasant Cemetery Crematorium And Mausoleum","Cemeteries & Crematoria","17","Mercury and its compounds","","2","0","0","2","0","0","0","0"
"2012","23027","Mount Pleasant Cemetery Crematorium And Mausoleum","Cemeteries & Crematoria","23","Nitrogen Oxides (NOx)","11104-93-1","0","444","0","444","0","0","0","0"
"2012","24270","Moveable Inc","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","410","0","103","0","0","0","0","0"
"2012","23541","Multy Home LP","Other Rubber Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1090","","1090","","","",""
"2012","23541","Multy Home LP","Other Rubber Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","5504","","5504","","","",""
"2012","23541","Multy Home LP","Other Rubber Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","468","","468","","","",""
"2012","619","Mundet Canada Limited Scarborough Plant","All Other Converted Paper Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","228","0","228","0","0","0","0"
"2012","619","Mundet Canada Limited Scarborough Plant","All Other Converted Paper Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","101377","13","0","101390","0","0","0","0"
"2012","187","Mylan Pharmaceuticals ULC","Pharmaceutical & Medicine Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","250","","250","","","",""
"2012","187","Mylan Pharmaceuticals ULC","Pharmaceutical & Medicine Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","14","5790","3210","","","",""
"2012","22994","N & R Garage Ltd.","General Automotive Repair","20","Trichloroethylene","079-01-6","0","0","1","0","0","0","0","0"
"2012","23853","NA Yorke Machinery Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","16","Manganese and its compounds","","19","0","0","0","0","0","0","0"
"2012","24291","Nanowave Technologies Inc","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","16","0","0","5","0","0","0","0"
"2012","24288","Nanowave Technologies Inc","All Other Electrical Equip. & Component Mfg.","22","Polycyclic Aromatic Hydrocarbons (PAHs)","","32","0","0","17","0","0","15","0"
"2012","24291","Nanowave Technologies Inc","All Other Electrical Equip. & Component Mfg.","25","Volatile Organic Compounds (VOCs) Total","","1402","0","0","1402","0","0","0","0"
"2012","24288","Nanowave Technologies Inc","All Other Electrical Equip. & Component Mfg.","25","Volatile Organic Compounds (VOCs) Total","","1136","0","0","1136","0","0","0","0"
"2012","284","National Rubber Technologies Cawthra Plant","Other Rubber Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","3942","","3942","","","",""
"2012","284","National Rubber Technologies Cawthra Plant","Other Rubber Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","53","","53","","","",""
"2012","284","National Rubber Technologies Cawthra Plant","Other Rubber Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","53","","53","","","",""
"2012","416","National Silicates","All Other Basic Inorganic Chemical Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","3102","0","3102","0","0","0","0"
"2012","416","National Silicates","All Other Basic Inorganic Chemical Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","3505","0","3505","0","0","0","0"
"2012","416","National Silicates","All Other Basic Inorganic Chemical Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","171","0","171","0","0","0","0"
"2012","178","Nestle Foods Group Sterling Road Nestle Canada Inc","Confectionery Mfg. from Purchased Chocolate","23","Nitrogen Oxides (NOx)","11104-93-1","0","4505","0","4505","0","0","0","0"
"2012","178","Nestle Foods Group Sterling Road Nestle Canada Inc","Confectionery Mfg. from Purchased Chocolate","24","Particulate Matter 2.5 (PM2.5)","","0","1220","0","1220","0","0","0","0"
"2012","178","Nestle Foods Group Sterling Road Nestle Canada Inc","Confectionery Mfg. from Purchased Chocolate","25","Volatile Organic Compounds (VOCs) Total","","0","262","80","342","0","0","0","0"
"2012","23338","Network Materials & Resources Inc.","Waste Treatment & Disposal","5","Cadmium and its compounds","","2250","0","0","0","0","0","0","0"
"2012","23338","Network Materials & Resources Inc.","Waste Treatment & Disposal","8","Chromium, Hexavalent and its compounds","","801","0","0","0","0","0","0","0"
"2012","23338","Network Materials & Resources Inc.","Waste Treatment & Disposal","15","Lead and its compounds","","3421","0","0","0","0","0","0","0"
"2012","23338","Network Materials & Resources Inc.","Waste Treatment & Disposal","18","Nickel and its compounds","","9173","0","0","0","0","0","0","0"
"2012","23244","New Civic Auto Body","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","","134","134","","","",""
"2012","24129","New Forest Paper Mills LP","Paperboard Mills","23","Nitrogen Oxides (NOx)","11104-93-1","0","45686","0","45686","0","0","0","0"
"2012","24129","New Forest Paper Mills LP","Paperboard Mills","24","Particulate Matter 2.5 (PM2.5)","","0","918","0","918","0","0","0","0"
"2012","24129","New Forest Paper Mills LP","Paperboard Mills","25","Volatile Organic Compounds (VOCs) Total","","0","2566","1390","3956","0","0","0","0"
"2012","25144","New Image Kitchens Inc","Wood Kitchen Cabinet & Counter Top Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","","5472","5472","","","",""
"2012","22784","New Martinizing Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","147","97","0","0","0","0"
"2012","22799","New Way Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","0","0","422","132","0","0","0","0"
"2012","22559","New World Auto Sev","All Other Automotive R&M","24","Particulate Matter 2.5 (PM2.5)","","0","90","0","90","0","0","0","0"
"2012","22559","New World Auto Sev","All Other Automotive R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","942","936","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","5","Cadmium and its compounds","","1206","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","8","Chromium, Hexavalent and its compounds","","182","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","15","Lead and its compounds","","91728","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","16","Manganese and its compounds","","18","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","17","Mercury and its compounds","","6","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","18","Nickel and its compounds","","1080","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","541","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","20","Trichloroethylene","079-01-6","464","0","0","0","0","0","0","0"
"2012","22643","Newalta Corporation","Waste Treatment & Disposal","25","Volatile Organic Compounds (VOCs) Total","","900","0","0","91","0","0","0","0"
"2012","24367","Nick's Carstar Collision Centre","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","262","222","0","0","0","0"
"2012","604","Nienkamper Furniture & Accessories Inc.","Wood Office Furniture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","62","","62","","","",""
"2012","604","Nienkamper Furniture & Accessories Inc.","Wood Office Furniture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","19629","","","19629","","","",""
"2012","381","Nitta Gelatin Canada Inc","All Other Food Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","8020","0","8020","0","0","0","0"
"2012","381","Nitta Gelatin Canada Inc","All Other Food Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","150","0","150","0","0","0","0"
"2012","381","Nitta Gelatin Canada Inc","All Other Food Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","440","0","440","0","0","0","0"
"2012","24082","Norampac Etobicoke A Division Of Cascades Canada ULC","Corrugated & Solid Fibre Box Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","1844","","1844","","","",""
"2012","24082","Norampac Etobicoke A Division Of Cascades Canada ULC","Corrugated & Solid Fibre Box Mfg.","25","Volatile Organic Compounds (VOCs) Total","","3406","160","","3566","","","",""
"2012","551","Norseman Plastics Ltd An Orbis Corporation","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","99","14","0","113","0","0","0","0"
"2012","551","Norseman Plastics Ltd An Orbis Corporation","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","385","309","694","0","0","0","0"
"2012","24196","Norwest Precision Limited","Machine Shops","9","Chromium, Non-Hexavalent and its compounds","","125","0","0","0","0","0","0","0"
"2012","24196","Norwest Precision Limited","Machine Shops","15","Lead and its compounds","","10","0","0","0","0","0","0","0"
"2012","24196","Norwest Precision Limited","Machine Shops","16","Manganese and its compounds","","90","0","0","0","0","0","0","0"
"2012","24196","Norwest Precision Limited","Machine Shops","18","Nickel and its compounds","","82","0","0","0","0","0","0","0"
"2012","24302","Novelis Inc","Stamping","16","Manganese and its compounds","","107828","0","0","0","0","0","0","0"
"2012","24302","Novelis Inc","Stamping","24","Particulate Matter 2.5 (PM2.5)","","0","181","0","181","0","0","0","0"
"2012","24334","Novellus Graphic Resource","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","472","0","0","0","0","0"
"2012","24235","Nu Brite Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","519","160","","","",""
"2012","294","NutriAg Ltd","Support Activities for Crop Production","16","Manganese and its compounds","","21953","0","0","0","0","0","0","0"
"2012","510","OUTFRONT Media Canada LP","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","10105","9770","0","0","0","0"
"2012","22858","Oakdale Kitchens Inc","Wood Kitchen Cabinet & Counter Top Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","360","","360","","","",""
"2012","22858","Oakdale Kitchens Inc","Wood Kitchen Cabinet & Counter Top Mfg.","25","Volatile Organic Compounds (VOCs) Total","","6310","0","0","6310","","","",""
"2012","22519","Ocean Food Company","Seafood Product Preparation & Packaging","23","Nitrogen Oxides (NOx)","11104-93-1","","104","","104","","","",""
"2012","22519","Ocean Food Company","Seafood Product Preparation & Packaging","24","Particulate Matter 2.5 (PM2.5)","","0","198","","198","","","",""
"2012","22519","Ocean Food Company","Seafood Product Preparation & Packaging","25","Volatile Organic Compounds (VOCs) Total","","0","6","0","6","","","",""
"2012","24725","Olympic Kitchens Inc","All Other Misc. Wood Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","9819","0","0","9819","0","0","0","0"
"2012","23217","Olympic Plastic Bags (1983) Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","17381","","","5224","","","",""
"2012","23457","Omega Auto Centre","Automotive Body, Paint & Interior R&M","25","Volatile Organic Compounds (VOCs) Total","","","0","140","140","0","0","0","0"
"2012","22107","Ontario Bread Co Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","558","0","558","0","0","0","0"
"2012","24147","Ontario Redimix Etobicoke","Ready-Mix Concrete Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","454","","454","","","",""
"2012","24147","Ontario Redimix Etobicoke","Ready-Mix Concrete Mfg.","24","Particulate Matter 2.5 (PM2.5)","","289","","","289","","","",""
"2012","24148","Ontario Redimix Portlands","Ready-Mix Concrete Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","449","","449","","","",""
"2012","24148","Ontario Redimix Portlands","Ready-Mix Concrete Mfg.","24","Particulate Matter 2.5 (PM2.5)","","224","","","224","","","",""
"2012","23905","Owens Corning Insulating Systems Canada LP","All Other Non-Metallic Mineral Product Mfg.","14","Formaldehyde","50-00-0","","1788","","1788","","","",""
"2012","23905","Owens Corning Insulating Systems Canada LP","All Other Non-Metallic Mineral Product Mfg.","16","Manganese and its compounds","","404783","","","34","","","",""
"2012","23905","Owens Corning Insulating Systems Canada LP","All Other Non-Metallic Mineral Product Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","","16521","","16521","","","",""
"2012","23905","Owens Corning Insulating Systems Canada LP","All Other Non-Metallic Mineral Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","82166","","82166","","","",""
"2012","23905","Owens Corning Insulating Systems Canada LP","All Other Non-Metallic Mineral Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","14057","7754","21811","","","",""
"2012","22981","Packham Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","22","","22","","","",""
"2012","22981","Packham Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","1","","1","","","",""
"2012","22981","Packham Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","244","82","","","",""
"2012","22981","Packham Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","1","15","1","","","",""
"2012","22497","Paisley Products Of Canada Inc","Chemical (exc. Agr.) & Allied Product Whl.","25","Volatile Organic Compounds (VOCs) Total","","602","0","0","1","0","0","0","0"
"2012","22276","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","47","","47","","","",""
"2012","22275","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","23","Nitrogen Oxides (NOx)","11104-93-1","","46","","46","","","",""
"2012","22276","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","3","","3","","","",""
"2012","22275","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","24","Particulate Matter 2.5 (PM2.5)","","","3","","3","","","",""
"2012","22276","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","489","135","","","",""
"2012","22275","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","","","684","201","","","",""
"2012","22275","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","8","200","10","","","",""
"2012","22276","Parkers Custom Clothing Care","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","25","Volatile Organic Compounds (VOCs) Total","","","8","200","10","","","",""
"2012","389","Parmalat Rakely Etobicoke","Fluid Milk Mfg.","23","Nitrogen Oxides (NOx)","11104-93-1","0","1492","0","1492","0","0","0","0"
"2012","389","Parmalat Rakely Etobicoke","Fluid Milk Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","71","0","71","0","0","0","0"
"2012","389","Parmalat Rakely Etobicoke","Fluid Milk Mfg.","25","Volatile Organic Compounds (VOCs) Total","","534","82","0","616","0","0","0","0"
"2012","362","Pearl Street Steam Plant","Steam & Air-Conditioning Supply","23","Nitrogen Oxides (NOx)","11104-93-1","","58349","","58349","","","",""
"2012","362","Pearl Street Steam Plant","Steam & Air-Conditioning Supply","24","Particulate Matter 2.5 (PM2.5)","","","1770","","1770","","","",""
"2012","362","Pearl Street Steam Plant","Steam & Air-Conditioning Supply","25","Volatile Organic Compounds (VOCs) Total","","","4248","","4248","","","",""
"2012","25138","Penthouse Dry Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","313","250","0","0","0","0"
"2012","23532","Perpetual Motion Enterprises","All Other Electrical Equip. & Component Mfg.","15","Lead and its compounds","","30","","","","","","",""
"2012","24118","Phil Bouchard And Sons Limited","Machine Shops","16","Manganese and its compounds","","22","0","0","0","0","0","0","0"
"2012","24118","Phil Bouchard And Sons Limited","Machine Shops","25","Volatile Organic Compounds (VOCs) Total","","274","0","0","274","0","0","0","0"
"2012","368","Pita Delight Ltd","Commercial Bakeries & Frozen Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","245","0","245","0","0","0","0"
"2012","368","Pita Delight Ltd","Commercial Bakeries & Frozen Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","2128","0","2128","0","0","0","0"
"2012","24968","Plastic Moulders Ltd","Plastic Plumbing Fixture Mfg.","24","Particulate Matter 2.5 (PM2.5)","","","211","","211","","","",""
"2012","24968","Plastic Moulders Ltd","Plastic Plumbing Fixture Mfg.","25","Volatile Organic Compounds (VOCs) Total","","","100","","100","","","",""
"2012","350","Plastipak Ind Inc","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","211","0","211","","","",""
"2012","350","Plastipak Ind Inc","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","47","102","9978","9150","","","",""
"2012","23186","Platis Custom 1 Hr Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","189","64","0","0","0","0"
"2012","22249","Platis Custom Cleaners","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","19","Tetrachloroethylene (Perchloroethylene)","127-18-4","0","0","56","0","0","0","0","0"
"2012","23980","Pleasant Manufacturing Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","9","Chromium, Non-Hexavalent and its compounds","","2563","","","0","","","",""
"2012","23980","Pleasant Manufacturing Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","15","Lead and its compounds","","5708","","0","0","","","",""
"2012","23980","Pleasant Manufacturing Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","16","Manganese and its compounds","","206","","0","0","","","",""
"2012","23980","Pleasant Manufacturing Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","18","Nickel and its compounds","","1243","","","0","","","",""
"2012","23980","Pleasant Manufacturing Co Ltd","Turned Product & Screw, Nut & Bolt Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","0","802","802","","","",""
"2012","258","PointOne Graphics","Other Printing","23","Nitrogen Oxides (NOx)","11104-93-1","0","648","0","648","0","0","0","0"
"2012","258","PointOne Graphics","Other Printing","24","Particulate Matter 2.5 (PM2.5)","","0","49","0","49","0","0","0","0"
"2012","258","PointOne Graphics","Other Printing","25","Volatile Organic Compounds (VOCs) Total","","0","0","71104","22267","0","0","0","0"
"2012","593","Polyson Polyethylene Products 1986 Ltd","Plastics Bag Manufacturing","25","Volatile Organic Compounds (VOCs) Total","","5226","14","25066","10018","","","",""
"2012","24055","Polytainers Inc","All Other Plastic Product Mfg.","24","Particulate Matter 2.5 (PM2.5)","","0","886","0","886","0","0","0","0"
"2012","24055","Polytainers Inc","All Other Plastic Product Mfg.","25","Volatile Organic Compounds (VOCs) Total","","0","418","0","418","0","0","0","0"
"2012","114","Polytarp Products","Plastic Film and Sheet Manufacturing","15","Lead and its compounds","","100","","","100","","","",""
"2012","114","Polytarp Products","Plastic Film and Sheet Manufacturing","24","Particulate Matter 2.5 (PM2.5)","","","657","","657","","","",""
