Facilities List
ID,Name,Address,Unit No,Postal Code,Primary Contact Last Name,Primary Contact First Name,Phone,Phone Ext,Industry,Employees at Facility
"23817","ISource Print Solutions","1804A Avenue Rd","","M5M 3Z1","Wood","John","416-628-4968","","All Other Services Related to Advertising","1"
"23814","IT World Canada Inc","55 Town Centre Court","302","M1P 4X4","Bell","Ruth","416-290-0240","141","Periodical Publishers","40"
"25259","Icon Sheet Metal Inc","10 Ashwarren Road","","M3J 1Z5","Patel","Hasmukh","416-635-6161","","Cold-Rolled Steel Shape Mfg.","10"
"425","Ideal Labels Inc","115 Ironside Crescent","5","M1X 1M1","Kailas","Hemraj","416-292-6221","","Other Printing","4"
"22197","Identifab Industries","43 Baywood Road","","M9V 3Y8","McMillan","Kathleen ","416-743-3734","","Commercial Screen Printing","21"
"24109","Image Dynamics","156 Duncan Mill Road","22","M3B 3N2","Holden","Dan","416-447-6556","","Graphic Design Services","12"
"24733","Imedia World","10 North Queen St ","","M8Z 2C4","Clark","Biserka","416-997-0050","","Other Publishers","1"
"23234","Impera Body and Paint Shop Inc","1251 Kennedy Road","","M1P 2L4","Impera","Rick","416-755-2772","","Automotive Body, Paint & Interior R&M","6"
"23321","Imperial Auto Collision","20 Continental Place","","M1R 2T4","Kirk","Greg","416-751-1102","","Automotive Body, Paint & Interior R&M","12"
"25281","Imperial Oil","1 Duncan Mill Road","","M3B 1Z2","Harding","Terri","416-442-5080","","Petroleum Product Whl.","180"
"22434","Imperial Railings Ltd","367 Bering Avenue","","M8Z 3B1","Paiano","Lucio","416-358-5113","","Other Plate Work & Structural Product Mfg.","1"
"22572","Imperial Tool And Die Limited","1335 Martin Grove Road","","M9W 4X5","Mason","Allan","416-743-9511","","Stamping","17"
"24820","Importel Ltd","1655 Flint Road","","M3J 2W8","Gale","Scott","416-665-3413","","Motor Vehicle & Parts Agents & Brokers","9"
"21900","Impressive Printers Inc","2000 Ellesmere Road","1A","M1H 2W4","Berger","Andrea","416-439-9912","","Other Printing","6"
"24298","Impulse Graphic and Display","25 Advance Road","","M8Z 2S6","Gisborne","Michael","416-645-2805","","Digital Printing","30"
"25068","Imran Steel Inc","61 Chauncey Ave","","M8Z 2Z2","Solakovic","Sonny","416-233-6327","","Other Building Structure Work","4"
"22376","Imtradex Corp","194 Rushton Rd","1","M6G 3J3","Bauer","Jean Pierre","416-656-7676","","Agents & Managers for Public Figures","3"
"24244","In House Printing Services","1625 Flint Road","","M3J 2J6","Rich","Kevin","416-667-0088","240","Other Printing","1"
"23576","In Printing","4349 Steeles Ave West","","M3N 1V7","Huynh","Thanh","416-736-1393","","Quick Printing","1"
"23951","InStore Marketing Corp","60 Progress Ave","","M1P 2Y4","Jones","Larry","416-609-9226","","Digital Printing","14"
"24865","Incredible Clothing","120 Overbrook Place","100","M3H 4P8","Clothing","Incredible","416-665-8802","115","Clothing & Clothing Accessories Whl.","6"
"23127","Independent Electric Supply Inc","48 Milner Ave","","M1S 3P8","Branscombe","Dave","416-291-0048","","Other Building Material Dealers","48"
"24060","Industrial Blade Company Inc","224 Milvan Dr","","M9L 2A5","Rabinovitch","Brian","416-264-9534","","Machine Shops","3"
"91","Informco Inc","35 Bertrand Ave","","M1L 2P3","Stephens","Alexander","416-285-1700","216","Other Printing","65"
"24200","Ingot Metal Company Limited","111 Fenmar Drive","","M9L 1M3","Betcherman","Ivan","416-749-1372","","Non-Ferrous (except Al) Smelting & Refining","23"
"23418","Inktech International Corporation","160 Fenmar Drive","","M9L 1M6","Ali","Hosein","416-743-4111","","Printing Ink Mfg.","11"
"85","Inlay Creations Inc","73 Railside Road","8","M3A 1B2","Hepburn","James","416-203-7255","","Other Printing","2"
"23497","Inline Fiberglass Ltd","30 Constellation Court","","M9W 1K1","Rokicki","Tom","416-679-1171","210","All Other Plastic Product Mfg.","100"
"24181","Innocon Inc Commissioners Street","535 Commissioners St","","M4M 1A5","Molella","Danny","416-406-0540","","Ready-Mix Concrete Mfg.","72"
"24180","Innocon Inc Wilson Avenue","949 Wilson Ave","","M3K 1G2","Capizzo","Daniel","416-633-1371","","Ready-Mix Concrete Mfg.","55"
"11","Innotech Precision Inc","70 Novopharm Court","","M1B 2K9","Koehler","Tom","416-691-6669","","Motor Vehicle Plastic Parts Mfg.","30"
"23964","Innova Medical Ophthalmics Inc","1430 Birchmount Road","","M1P 2E8","Maione","Heather","416-615-0185","","Professional Machinery, Equip. & Supplies Whl","1"
"24919","Innovative Dental Lab","1706 Danforth Ave","","M4C 1H8","Spataro","Frank","416-463-3138","","Offices of Dentists","10"
"25048","Inspectech Analygas Group Inc","450 Midwest Road","","M1P 3A9","Pizzurro","Carmine","416-757-1179","","All Other Industrial Machinery Mfg.","19"
"21928","Instant Photocopy","1530 Albion Road","","M9V 1B4","Williams","Francis","416-744-8943","","Digital Printing","2"
"24251","Intak Printing Canada Inc","1361 Huntingwood Drive","9","M1S 3J1","Lai","Thomas","416-298-7735","","Other Printing","7"
"336","Integrated Plastics Inc","170 Commander Blvd","","M1S 3C8","Landry"," Esther","416-291-7196","225","All Other Plastic Product Mfg.","31"
"22510","Intellipharmaceutics Corp","30 Worcester Road","","M9W 5X2","Jaffer","Faizel","416-798-3001","119","Pharmaceutical & Medicine Mfg.","35"
"86","Inter Auto Centre","4040 Sheppard Ave East","","M1S 1S6","Lei","Raymond","416-321-8800","","General Automotive Repair","2"
"22879","Intercontinental Toronto Centre","225 Front St W","","M5V 2X3","Giang","Tony","416-597-8195","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","300"
"22885","Interface Biologics","101 College Street","300","M5G 1L7","Ho","Jeannette","416-673-8164","","R&D in the Physical, Eng. & Life Sciences","18"
"25346","Interior Care Limited","174 Wicksteed Avenue","","M4G 2B6","Linon","Graham","416-467-0200","240","Carpet & Upholstery Cleaning Services","1"
"22161","International Auto Collision Centre","370 Rexdale Blvd","","M9W 1R6","Ray","Peter","416-740-4146","","Automotive Body, Paint & Interior R&M","6"
"25358","International Fence And Railings Inc","75 Densley Ave","","M6M 2P5","Neto","Mario","416-604-8711","","Iron & Steel Pipes & Tubes Mfg.","17"
"24257","Invesco Canada Ltd","5140 Yonge Street","800","M2N 6X7","Fulcher","Lynne","416-228-5624","","All Other Financial Investment Activities","455"
"438","Ipex Inc","11 Bermondsey Rd","","M4B 1Z3","Rajschmir","Daniel","905-670-7676","115","Plastic Pipe & Pipe Fitting Mfg.","90"
"441","Ipex Inc","807 Pharmacy Ave","","M1L 3K2","Rajschmir","Daniel","905-670-7676","115","Plastic Pipe & Pipe Fitting Mfg.","49"
"24090","Ironman Railings Inc","375 Bering Ave","","M8Z 3B1","Janfeshan","Gholamreza","416-236-3871","","Cold-Rolled Steel Shape Mfg.","2"
"24138","Irving Consumer Products","1551 Weston Road","","M6M 4Y4","Houston","Brent","416-246-6595","","Paper (except Newsprint) Mills","350"
"24863","Islington Denture Centre","14 Burnhamthorpe Rd","","M9A 5C9","Iacob","Carmen","416-233-7555","","Offices of All Other Health Practitioners","1"
"22054","Italian Home Bakery","271 Attwell Drive","","M9W 5B9","White","Randy","416-674-4555","","Commercial Bakeries & Frozen Product Mfg.","150"
"23344","JED Printing Graphics","24 Steinway Blvd","33","M9W 6T8","Bitanga","Jose","416-674-6309","","Digital Printing","2"
"23837","JFS Restaurant Equipment Ltd","2009 Lawrence Ave W","18","M9N 3V2","Spyropoulos","Barbara","416-242-2971","","All Other Whl.","10"
"23020","JL Auto Repair","85 Claireport Crescent","","M9W 6P5","Cushieri","Jim","416-674-0412","","General Automotive Repair","1"
"25221","JL Auto Repair","85 Claireport Crescent","1","M9W 6P5","Cuschieri","Jimmy","416-674-0412","","General Automotive Repair","1"
"22873","JMiracle Corporation","1925 Avenue Road","","M5M 4A2","Meng","Melody","416-787-6006","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"24790","JP Teel Rule Dies Co","50 Rolark Drive","","M1R 4G2","Kong","Jim","416-754-9880","","Support Activities for Printing","8"
"24454","Jack's Auto Repair Centre","902 Roselawn Ave","","M6B 1B9","Tanenbaum","Jack","416-789-7577","","General Automotive Repair","5"
"233","Jacobs & Thompson Inc.","89 Kenhar Drive","","M9L 2R3","Mauti","Peter","416-747-2031","","Urethane & Miscellaneous Foam Product Mfg.","101"
"24666","Jacobs Thompson","89 Kenhar Drive","","M9L 2R3","Mauti","Peter","416-803-8486","","All Other Whl.","1"
"22904","Jameson Dry Cleaners","764 St Clair Ave W","","M6C 1B5","Karelas","Dimitrios","416-651-2672","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"36","Jamieson Laboratories","2 St Clair Ave W","16th floor","M4V 1L5","Falls","John","519-974-8482","","Pharmaceutical & Medicine Mfg.","30"
"22958","Jane Car Wash","2010 Jane St","300","M3B 3N7","Sheinerman","Arkadi","416-616-4004","","Car Washes","7"
"23862","Jane Coin Laundry","1782 Jane Street","","M9N 2T2","Visvalingam","Kuga","647-317-2241","","Coin-Operated Laundries & Dry Cleaners","1"
"25084","Jane Park Service Ltd","226 Royal York Rd","","M8V 2V7","Fraga","Joe","416-503-8187","","General Automotive Repair","4"
"23908","Janes Family Foods Ltd","401 Canarctic Drive","","M3J 2P9","Guleria","Ajay","905-673-7145","2304","All Other Food Mfg.","65"
"24629","Janssen Inc","19 Green Belt Drive","","M3C 1L8","Gonsalvez","Cameron","416-382-4987","","All Other Prof., Scientific & Tech. Services","300"
"24336","Jay Leatherkraft Limited","219 Norseman St.","","M8Z 2R5","Rose","Richard","416-536-2109","","Office Supplies (except Paper) Mfg.","16"
"23834","Jebsen Auto Repair","46 Redlea Ave","","M1V 4S3","Lu","Tao","416-299-8322","","General Automotive Repair","4"
"22857","Jerrett Funeral Home","660 Kennedy Rd","","M1K 2B5","Syrmbos","Helen","416-266-4404","","Funeral Homes","7"
"24420","Jerrett Funeral Home","1141 St Clair Avenue West","","M6E 1B1","Biancone","Maureen","416-654-7744","","Funeral Homes","9"
"22446","Jerrett Funeral Home North York Chapel","6191 Yonge Street","","M2M 4K4","Villeneuve","Robert","416-223-6050","","Funeral Homes","10"
"23246","Jet Hot Coin Car Wash","2749 Dufferin St ","","M4M 2T4","Carinci","John","416-419-6677","","Car Washes","1"
"23245","Jet Kleen Coin Car Wash","611 Keele St","","M6N 3E5","Carinci","John","416-419-6677","","Car Washes","1"
"22689","JetKleen Coin Car Wash","1666 O'Connor Drive","","M4A 1W4","Carinci","John","416-759-9274","","Car Washes","1"
"24310","Jetco Manufacturing Limited","36 Milvan Drive","","M9L 1Z4","Gogas","Sam","416-741-1800","226","Office Furniture (except Wood) Mfg.","60"
"22311","Jiano Foods","65 Melford Drive","","M1B 2G6","Billsborough","Ian","416-412-1900","","All Other Food Mfg.","13"
"24815","Jims Service Center","2314 Kingston Road","","M1N 1T9","Habib","Syed Zafar","416-267-6788","","Gasoline Stations with Convenience Stores","4"
"597","John E Goudey","21 Primrose Av","","M6H 3V1","Hamel","Michel","416-531-4669","31","Paint & Coating Mfg.","16"
"23264","John's Unique Auto Body Ltd.","100 Union Street","1","M6N 3M9","Abate","Mike","416-654-2868","","Automotive Body, Paint & Interior R&M","12"
"25181","Johnston Industrial Plastics Limited","20 Fleeceline Road","","M8V 2K3","Runciman","Michael","416-252-9551","","All Other Whl.","21"
"24805","Johnston Industrial Plastics Limited","20 Fleeceline Road","","M8V 2K3","Runciman","Michael","416-252-9551","","All Other Whl.","21"
"21943","Joriki Inc","3431 McNicoll Avenue","","M1V 2V3","Sennik","Yogi","416-754-2747","","Soft Drink & Ice Mfg.","70"
"24187","Joseph Robertson Foundries Limited","24 Milford Ave","","M6M 2V8","Temple","David","416-249-7624","","Non-Ferrous Die-Casting Foundries","17"
"22406","Joseph Zorn Automotive Inc","48 Racine Rd","","M9W 2Z3","Zorn","Antonia","416-742-2474","","General Automotive Repair","4"
"260","Judge Motors","120 Judge Rd","","M8Z 5B7","Esposito","Ernie Joseph","416-231-3246","","General Automotive Repair","1"
"22720","Jump Start Auto Inc","1165 O'Connor Drive","","M4B 2T5","Arancibia","Alex","416-285-0733","","General Automotive Repair","4"
"22216","Just Like Home Coin Laundry","1409 Lawrence Ave W","","M6L 1A4","Kim","John HiSoo","416-235-1088","","Coin-Operated Laundries & Dry Cleaners","4"
"23268","Just Skids Recycling","62 Medulla Ave","","M8Z 5L9","Rancourt","Joe","416-232-0339","","Wood Container & Pallet Mfg.","15"
"24796","K V Pallets Inc","30 Lido Road","","M9M 1M6","Kostic","Kiki","416-755-8775","","Wood Container & Pallet Mfg.","10"
"22302","KBRO Linen Systems","15 Shorncliffe Rd","","M9B 3S4","Sloan","Robert","416-233-5555","231","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","240"
"25103","KCC Chooka Cabinet","36 LePage Court","","M3J 1Z9","Nafeh","Sam","416-636-8964","","Other Millwork","19"
"25105","KDS Graphics Limited","140 Midwest Road","1","M1P 3B3","Savage","David","419-675-2045","","Support Activities for Printing","7"
"25163","KDental Inc","5621 Finch Avenue East","1","M1B 2T9","Goh","Rachel","416-293-8365","248","All Other Whl.","60"
"398","KIK Operating Partnership","13 Bethridge Road","","M9W 1M6","Clark","Kimberly","416-740-7400","337","Soap & Cleaning Compound Mfg.","650"
"23054","KIK Operating Partnership","2000 Kipling Avenue","","M9W 4J6","Clark","Kimberly","416-740-7400","337","Soap & Cleaning Compound Mfg.","271"
"25014","KINGSWOOD DRAPERY SERVICE LTD","75 Dolomite Dr ","","M3J 2N1","CHIVERS","JOHN","416-633-1103","22","Curtain & Linen Mills","16"
"24043","KJ Marketing Services","115 Thirtieth Street","","M8W 3C1","Carroll","Keith","416-252-1061","","All Other Electrical Equip. & Component Mfg.","12"
"22163","KKP","156 Duncan Mill Road","17","M3B 3N2","Bower","Douglas","416-445-9600","","Digital Printing","3"
"22389","KOO Sing Food Processing","328 Passmore Ave","35","M8Z 1J7","NA","NA","416-297-6583","","Rendering & Meat Processing from Carcasses","1"
"23842","KTS Tooling Supply Inc","317 Attwell Drive","","M9W 5C1","Ambtman","Keith","416-675-9411","","All Other Machinery, Equip. & Supplies Whl.","14"
"23529","KWood Kitchens Inc","36 Continental Place","","M1R 2T4","Chan","Leo","416-332-0381","","Wood Kitchen Cabinet & Counter Top Mfg.","33"
"24272","Kamada Wood Products Ltd","31 Railside Road","6","M3A 1B2","Fujiwara","Rie","416-463-4888","","All Other Misc. Wood Product Mfg.","3"
"23835","Kbc Enterprises","25 Westside Drive","","M9C 1B3","Costain","Kevin","416-621-0206","","All Other Automotive R&M","6"
"23485","Keele Street Collision","126 Lepage Crt","","M3J 1Z9","Quigley","David","416-398-0400","","Automotive Body, Paint & Interior R&M","5"
"22208","Keilhauer","50 Underwriters Road","","M1R 3B5","Keilhauer","Rick","416-701-4664","","Office Furniture (except Wood) Mfg.","40"
"22133","Keilhauer","1450 Birchmount Road","","M1P 2E3","Keilhauer","Rick","416-701-4664","","Office Furniture (except Wood) Mfg.","144"
"24560","Kemik Labels Ltd","1275 Morningside Ave","12-16","M1B 3W1","Brown","FM","416-282-4425","","Other Printing","9"
"22240","Ken Shaw Lexus Toyota Scion","2336 St Clair Ave West","","M6N 1K8","Bennett","John","416-763-4625","142","Automotive Body, Paint & Interior R&M","15"
"22669","Ken's Auto Body Centre","1100 Finch Ave West","204","M3J 2E2","Jaggernauth","Krisyanne","416-663-4184","","Automotive Body, Paint & Interior R&M","5"
"22237","Ken's Cleaners","2416 Danforth Ave","","M4C 1K9","Moon","Jinwoong","416-691-3871","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"22450","Kendall Printing Company Limited","19 Belvia Road","","M8W 3R2","Milnes","Mike","416-252-3174","","Digital Printing","2"
"24641","Kenlea Inc","289 Horner Avenue","","M8Z 4Y4","Hasanbasic","Haris","416-251-7635","","Hardware Stores","4"
"22812","Kennedy Imperial Auto","1253 Kennedy Road","A","M1P 2L4","Wu","Wei Feng","416-757-2275","","General Automotive Repair","2"
"23412","Kenpride Custom Woodworking Inc","120 Norfinch Dr","14","M3N 1X3","Noronha","Noeline","416-740-9779","","Wood Kitchen Cabinet & Counter Top Mfg.","7"
"354","Kerr Bros Limited","956 Islington Avenue","","M8Z 4P6","Klassen","Nancy","416-252-7341","248","Non-Chocolate Confectionery Mfg.","66"
"24605","Kew Xray","1971 Queen St  E","207","M4L 1H9","Ugovsek","Andrew","416-690-0048","","All Other Out-Patient Care Centres","1"
"24139","Kewbeach Cleaners","1830 Queen St E","","M4L 1G9","Hoa","Cuong","416-699-3022","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","5"
"24861","Kewxray Centre","1971 Queen St E","106","M4L 1H9","Ugovsek","Andrew","416-690-0048","","All Other Out-Patient Care Centres","1"
"23134","Keystone Alternators And Starters 2003 Ltd","11 Gordon MacKay Road","","M9N 2V5","MacDonald","Greg","416-241-4488","","Other Automotive Mechanical & Electrical R&M","3"
"22110","Keystone Plastics","15 Golden Gate Court","","M1P 3A4","Kronenberg","Bud","416-932-3842","206","Other Printing","50"
"21948","Kga Custom Kitchens Ltd","111 Martin Ross Ave","1","M3J 2M1","Le","Khang","416-630-6310","","Wood Kitchen Cabinet & Counter Top Mfg.","14"
"22683","Kid Icarus","205 Augusta Avenue","","M5T 2L4","Viglione","Michael","416-977-7236","","Commercial Screen Printing","5"
"24597","Kilian Canada Inc","310 Judson Street","9","M8Z 5T6","Spinelli","Lorenzo","416-252-5936","","Ball & Roller Bearing Mfg.","5"
"23174","Kilian Canada ULC","75 Torlake Crescent","","M8Z 1B7","Kelly","Patrick ","416-252-5936","","Ball & Roller Bearing Mfg.","78"
"25118","Kin Chong Gems Jewellery","1370 Don Mills Rd","204","M3B 3N7","Lee","Fung Lin","416-391-3863","","Jewellery & Watch Whl.","4"
"22010","Kinectrics Inc","800 Kipling Ave","Unit 2","M8Z 5G5","McBride","Alan","416-207-6000","5517","Engineering Services","300"
"23521","King Cleaners","1272 Yonge Street","","M4T 1W5","Kim","Sunny","416-975-5157","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23110","King Recycling Waste Disposal Inc","86 Shorncliffe Road","","M8Z 5K5","Coimbra","Mark","416-236-5000","","Waste Collection","15"
"24149","KingMar Diagnostic Centre","3227 Eglinton Avenue East","148","M1J 3M5","Sangha","Mak","647-241-4825","","Medical & Diagnostic Laboratories","3"
"23342","Kings Autobody","18 Cosentino Drive","","M1P 3A2","Lo","K","416-754-2988","","Automotive Body, Paint & Interior R&M","5"
"24877","Kingscross Auto Collision","19 Civic Road","","M1L 2K6","Lui","Arthur","416-750-8845","","Automotive Body, Paint & Interior R&M","8"
"22950","Kingsmill Foods","1399 Kennedy Rd","17","M1P 2L6","Saith","Ashford","416-755-4481","236","All Other Food Mfg.","35"
"24444","Kingsmill Kitchens Baths","2898 Bloor Street West","","M8X 1B5","Hunt","Tony","416-207-0077","","Other Specialized Design Services","3"
"25165","Kingston Dental Laboratory","104 Bond St","","M5B 1X8","Kerr","Robert","416-979-3201","","Medical Equipment & Supplies Mfg.","22"
"23177","Kingsway Car Wash","3005 Bloor St west","","M8X 1C3","DiMonte","Domenic","416-653-1144","3","Car Washes","10"
"24976","Kingsway XRay Ultrasound","2915 Bloor Street West","","M8X 1B3","Greeley","Linda","647-382-9729","","Medical & Diagnostic Laboratories","4"
"25177","Kingsway XRay Ultrasound","2915 Bloor Street West","","M8X 1B3","Tripodi","Dr Anthony","416-247-5486","","Medical & Diagnostic Laboratories","3"
"24487","Kingsway XRay Ultrasound","2915 Bloor Street West","","M8X 1B3","Tripodi","Dr Anthony","416-231-6517","","Medical & Diagnostic Laboratories","4"
"25200","Kipling Car And Truck Service","36 Six Point Rd","","M8Z 2X2","Mueller","Andrew","416-231-7701","","General Automotive Repair","5"
"22468","Kipling Coin Car Wash","2010 Kipling Ave ","","M9W 4J6","Wild","Avishay","647-688-4948","","Car Washes","1"
"25344","Kipling Tire","837 Kipling Ave","","M8Z 5G8","Cardoso","Alexsandre","647-309-1234","","Tire Dealers","20"
"22386","Kirkpatrick Associates Printing Inc","399 Calderstone Cres","","M1C 3A3","Kirkpatrick","Michael","416-497-1400","","Support Activities for Printing","1"
"24660","Klassic Dry Cleaners","3600 Ellesmere Rd","12A","M1C 4Y8","Dravid","Richard","416-283-9092","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","1"
"22063","Klausz Dental Laboratory","40 Kodiak Crescent","11","M3J 3G5","Klausz","Ronald","416-630-6262","","Medical & Diagnostic Laboratories","10"
"22681","Knob Hill Cleaners","463 Bloor Street West","","M5S 1X9","Jeon","Kwang","416-723-2481","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","5"
"493","Knoll North America Corp","1000 Arrow Road","","M9M 2Y7","Murphy","Emma","416-401-6052","","Wood Office Furniture Mfg.","681"
"23220","Knox College","59 St George St","","M5S 2E6","Davidson","Jim","416-978-4508","","Universities","23"
"23931","Kobay Enstel Limited","125 Nashdene Road","5","M1V 2W3","Galansky","Gavin","416-292-7088","4788","Stamping","170"
"24131","Koch Heat Transfer Canada LP","4750 Sheppard Avenue East","","M1S 3V7","Brown","Paul ","613-548-5320","","Power Boiler & Heat Exchanger Mfg.","50"
"25271","Komandor Canada Closets","863 Rangeview Rd","","L5E 1H1","Ezman","Lucian","416-251-1880","224","Other Home Furnishings Whl.","19"
"22565","KopFlex Canada Ltd","19 Meteor Drive","","M9W 1A3","Jenkinson ","Kenneth","416-675-7144","","Machine Shops","26"
"23784","Korean Senior Citizens Society of Toronto","476 Grace Street","","M6G 3A9","Kim","Sang  Im","416-532-8077","","Services for the Elderly & Disabled Persons","3"
"24204","Korex Canada Company","104 Jutland Road","","M8Z 2H1","WATSON","DOUG","416-275-6319","","Soap & Cleaning Compound Mfg.","65"
"24116","Korex Canada Company","78 Titan Road","","M8Z 2J8","Watson","Doug","416-231-7800","","Soap & Cleaning Compound Mfg.","65"
"24638","Kravet Fabrics Canada Company","320 Davenport Road","200","M5R 1K6","Manning","Michele","905-607-0706","226","Piece Goods, Notions & Other Dry Goods Whl.","6"
"23977","Krest Dental Ceramics","102 Vanderhoof Ave","","M4G 4C9","Cheung","Christina","416-467-6674","","All Other Miscellaneous Mfg.","27"
"109","Kretschmar Inc","71 Curlew Drive","","M3A 2P8","Walsh","Fred","416-441-1100","","Rendering & Meat Processing from Carcasses","206"
"24427","Krown Body Maintenance","3590 St Clair Ave E","","M1K 1M2","Frisson","Daniel","416-264-3424","","All Other Misc. Store Retailers, n.e.c.","5"
"22688","Krown Rust Control Center OA Zem Holdings Ltd","133 Midwest Road","c","M1P 3A6","Chionidis","Crystal","416-431-3693","","All Other Automotive R&M","5"
"24137","Krown Rust Proofing","1401 The Queensway","","M8Z 1T2","Maclam","Rod","416-503-0505","","Car Washes","2"
"24578","KuuSport Manufacturing Ltd","450 Tapscott Road","6","M1B 1Y4","Kuus","Heidi","416-298-7724","","Sporting & Athletic Goods Mfg.","10"
"22168","Kwik Kopy North York","3570 Victoria Park Avenue","101","M2H 3S2","Haq","Saif","416-250-7750","","Quick Printing","3"
"24895","Kwik Kopy Printing","3341 Bloor Street West","","M8X 1E9","Deluca","Pat","416-236-1207","","Digital Printing","4"
"358","Kwok Cheung Noodles Foods Ltd","20 Melham Court","8","M1B 2T6","Kwan","Amy","416-299-3588","","All Other Food Mfg.","5"
"22813","Kyros Auto Ctr","139 Bermondsey Rd","","M4A 1X3","Kyros","Jim","416-750-1486","","Automotive Exhaust System Repair","5"
"22361","L & L Denture Clinic","2346 Danforth Ave","","M4C 1K7","Lo","Hua Geng","416-429-3708","","Offices of Dentists","1"
"22420","L J Sewing","585 Middlefield Rd","26","M1V 4Y5","Jeffay","Abbas","416-266-9789","","Cut & Sew Clothing Contracting","2"
"25054","L L Beckwitth General Garage Ltd","650 Kingston Road","","M4E 1P9","Beckwith","Cherie","416-840-5454","","General Automotive Repair","1"
"24105","L&M Precision Products Inc","150 Milvan Drive","","M9L 1Z9","Grandy PEng FEC","Ed","416-741-0700","230","Turned Product & Screw, Nut & Bolt Mfg.","62"
"24954","L3 Electronic System Services","25 City View Drive","","M9W 5A7","McEwan","Ed","416-249-1231","2811","Navigational & Guidance Instruments Mfg.","109"
"24179","L3 Wescam APS Operations","17 Prince Andrew Place","","M3C 2H2","Wymer","Monica","905-633-4001","2914","Navigational & Guidance Instruments Mfg.","150"
"25148","LCC Ontario Inc","1361 Huntingwood Drive","2","M1S 3J1","Chen","Martin ","416-293-2088","","Wood Kitchen Cabinet & Counter Top Mfg.","14"
"23550","LG General Auto Body","4656 Yonge Street","","M2N 5M1","McCreith","Sandra","416-225-2303","","Automotive Body, Paint & Interior R&M","9"
"22695","LGT Auto Fine Cars","155 Midwest Rd","","M1P 3A6","Young","Wan Kwan","416-881-8871","","General Automotive Repair","1"
"22834","LH Company Ltd","2890 Dufferin Street","","M6B 3S6","Wen","Meng Hu","647-345-3071","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"24461","LK Laundry Cleaners","1014 Weston Road","","M6N 3S1","Lim","Andy","416-766-7200","","All Other Whl.","1"
"22045","La Belle Cleaners","5150 Yonge St  Lower Level","C-36","M2N 6L8","Park","Chansik","416-225-7867","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"23203","La Rosa Cleaners","447 Dovercourt Road","1","M4R 1B2","Le","Hoai Thi","416-537-5740","","Dry Cleaning & Laundry Serv. (exc. Coin-Op.)","2"
"22050","Label Force Inc","2 Select Ave","5","M1V 5J4","Brown","Ken","416-292-1736","","All Other Converted Paper Product Mfg.","5"
"22247","Ladoga Auto Service","1100 Finch Avenue West","302","M3J 2E2","Fetesko","Alexander","416-663-2482","","General Automotive Repair","2"
"24978","Lafarge Canada Commissioners St Aggregate Depot","535 Commissioners Street","","M4M 1A5","Ruggieri","Matthew","416-688-3479","","Limestone Mining & Quarrying","1"
"23371","Laird Auto Body","123 Laird Dr","","M4G 3T7","Hat","Phil","416-421-7121","","Automotive Body, Paint & Interior R&M","4"
"23150","Laird Automotive","48 Laird Drive","","M4G 3T2","Norman","Sean","416-421-6116","","General Automotive Repair","6"
"23455","Lakeshore Auto Collision","3353 Lakeshore Blvd West","","M8W 1N1","Polczer","Josef","416-255-6936","","Automotive Body, Paint & Interior R&M","4"
"23403","Lakeshore Auto Collision","3353 Lakeshore Blvd West","","M8W 1N1","Polczer","Josef","416-255-6936","","Automotive Exhaust System Repair","4"
"21951","Lakeside Motors","50 Wickware Gate","","M1P 2B6","Miller","Krista","416-267-4641","","General Automotive Repair","7"
"84","Lambton Park Auto Electric Limited","24 Earlington Avenue","","M8X 2N5","Rodrigue","Sean","416-233-7552","","General Automotive Repair","1"
"22964","Lamedia Printing Inc","746 Warden Ave","18","M1L 4A2","Lam","Karl","416-599-8633","","Other Printing","2"
"513","Lamin8 Services Inc","19 Duncan Street","Lower Level","M5H 3H1","Isaacs","Michael","416-977-4422","","Digital Printing","10"
"298","Laminate Plus Inc","3500 Pharmacy Ave","7","M1W 2T7","Pakkidis","George","416-757-3432","","Support Activities for Printing","1"
"311","Lampshades Unlimited","2721 Markham Road ","44","M1X 1L5","Lo","Mo","416-299-3113","","Blind & Shade Mfg.","6"
"24041","Land Instrument Equipment Company","18 Sommerset Way","201","M2N 6X5","Liu","Joan","416-512-7016","","Machinery, Equip. & Supplies Agents & Brokers","1"
"25082","Lantic Inc Distribution Centre","198 New Toronto Street","","M8V 2E8","Pellerin","Frederic","514-940-3699","","Other Specialty-Line Food Whl.","20"
"191","Lantic Inc Lantic Blending","230 Midwest Road","","M1P 3A9","Kauden","Rakesh","416-757-8787","246","All Other Food Mfg.","14"
